Exp_id,Algorithm,Noise_Ratio,T,s,Max_Included_Literals,Epochs,Platform,Total_Time,Accuracy
20250409090514,TMClassifier,0.2,10000,10.0,32,10,CPU_sparse,1150.6887817382812,20.184426229508194
,Graph NN,0.01,0,0,0,100,GPU,105.22724032402039,99.07103825136612
20251229141357,Graph NN,0.005,0,0,0,100,GPU,105.30437421798706,99.67213114754098
20251229141357,Graph NN,0.01,0,0,0,100,GPU,105.94404554367065,99.15300546448087
20251229141357,Graph NN,0.02,0,0,0,100,GPU,106.36529588699341,98.5792349726776
20251229141357,Graph NN,0.05,0,0,0,100,GPU,105.73539352416992,95.95628415300547
20251229141357,Graph NN,0.1,0,0,0,100,GPU,105.28051996231079,90.65573770491804
20251229141357,Graph NN,0.2,0,0,0,100,GPU,104.57090783119202,80.79234972677595
20251229141357,Graph NN,0.005,0,0,0,100,GPU,105.84101176261902,99.59016393442623
20251229141357,Graph NN,0.01,0,0,0,100,GPU,105.33427810668945,98.4153005464481
20251229141357,Graph NN,0.02,0,0,0,100,GPU,105.29664444923401,98.55191256830601
20251229141357,Graph NN,0.05,0,0,0,100,GPU,104.42256879806519,96.12021857923497
20251229141357,Graph NN,0.1,0,0,0,100,GPU,105.5591254234314,91.17486338797814
20251229141357,Graph NN,0.2,0,0,0,100,GPU,103.87886691093445,84.15300546448087
20251229141357,Graph NN,0.005,0,0,0,100,GPU,108.37157607078552,99.61748633879782
20251229141357,Graph NN,0.01,0,0,0,100,GPU,106.7497067451477,99.09836065573771
20251229141357,Graph NN,0.02,0,0,0,100,GPU,108.2449460029602,98.36065573770492
20251229141357,Graph NN,0.05,0,0,0,100,GPU,107.68048405647278,95.57377049180327
20251229141357,Graph NN,0.1,0,0,0,100,GPU,106.6329939365387,91.47540983606558
20251229141357,Graph NN,0.2,0,0,0,100,GPU,105.5293939113617,84.09836065573771
20251229141357,Graph NN,0.005,0,0,0,100,GPU,106.02579545974731,99.67213114754098
20251229141357,Graph NN,0.01,0,0,0,100,GPU,107.17805647850037,98.46994535519126
20251229141357,Graph NN,0.02,0,0,0,100,GPU,104.92045092582703,98.4153005464481
20251229141357,Graph NN,0.05,0,0,0,100,GPU,106.34843349456787,95.24590163934427
20251229141357,Graph NN,0.1,0,0,0,100,GPU,106.10412120819092,91.22950819672131
20251229141357,Graph NN,0.2,0,0,0,100,GPU,105.39587831497192,83.68852459016394
20251229141357,Graph NN,0.005,0,0,0,100,GPU,105.31673216819763,99.64480874316939
20251229141357,Graph NN,0.01,0,0,0,100,GPU,106.44842505455017,99.04371584699453
20251229141357,Graph NN,0.02,0,0,0,100,GPU,105.34441113471985,97.70491803278688
20251229141357,Graph NN,0.05,0,0,0,100,GPU,106.11384105682373,95.68306010928961
20251229141357,Graph NN,0.1,0,0,0,100,GPU,104.63398885726929,90.7103825136612
20251229141357,Graph NN,0.2,0,0,0,100,GPU,107.11718535423279,83.93442622950819
20251229141357,Graph NN,0.005,0,0,0,100,GPU,104.8668966293335,99.67213114754098
20251229141357,Graph NN,0.01,0,0,0,100,GPU,105.29218888282776,99.1256830601093
20251229141357,Graph NN,0.02,0,0,0,100,GPU,105.88010931015015,98.55191256830601
20251229141357,Graph NN,0.05,0,0,0,100,GPU,107.72886347770691,95.90163934426229
20251229141357,Graph NN,0.1,0,0,0,100,GPU,105.87288475036621,91.09289617486338
20251229141357,Graph NN,0.2,0,0,0,100,GPU,104.76583194732666,83.3879781420765
20251229141357,Graph NN,0.005,0,0,0,100,GPU,103.62620329856873,99.67213114754098
20251229141357,Graph NN,0.01,0,0,0,100,GPU,105.91338658332825,99.01639344262296
20251229141357,Graph NN,0.02,0,0,0,100,GPU,106.28621697425842,98.49726775956285
20251229141357,Graph NN,0.05,0,0,0,100,GPU,106.76134848594666,95.81967213114754
20251229141357,Graph NN,0.1,0,0,0,100,GPU,104.27628254890442,91.03825136612022
20251229141357,Graph NN,0.2,0,0,0,100,GPU,106.67031502723694,83.52459016393442
20251229141357,Graph NN,0.005,0,0,0,100,GPU,105.14721989631653,99.64480874316939
20251229141357,Graph NN,0.01,0,0,0,100,GPU,105.0157368183136,99.1256830601093
20251229141357,Graph NN,0.02,0,0,0,100,GPU,104.89587163925171,98.3879781420765
20251229141357,Graph NN,0.05,0,0,0,100,GPU,105.60598754882812,95.90163934426229
20251229141357,Graph NN,0.1,0,0,0,100,GPU,105.7902615070343,91.03825136612022
20251229141357,Graph NN,0.2,0,0,0,100,GPU,106.23296308517456,84.26229508196721
20251229141357,Graph NN,0.005,0,0,0,100,GPU,106.46581220626831,99.67213114754098
20251229141357,Graph NN,0.01,0,0,0,100,GPU,106.43900418281555,99.09836065573771
20251229141357,Graph NN,0.02,0,0,0,100,GPU,107.15450119972229,98.44262295081967
20251229141357,Graph NN,0.05,0,0,0,100,GPU,106.85507273674011,95.8743169398907
20251229141357,Graph NN,0.1,0,0,0,100,GPU,112.26786231994629,91.17486338797814
20251229141357,Graph NN,0.2,0,0,0,100,GPU,105.8468599319458,83.98907103825137
20251229141357,Graph NN,0.005,0,0,0,100,GPU,107.57627940177917,98.3879781420765
20251229141357,Graph NN,0.01,0,0,0,100,GPU,105.0660994052887,99.07103825136612
20251229141357,Graph NN,0.02,0,0,0,100,GPU,106.52923154830933,98.08743169398907
20251229141357,Graph NN,0.05,0,0,0,100,GPU,106.40064692497253,95.95628415300547
20251229141357,Graph NN,0.1,0,0,0,100,GPU,106.87861132621765,91.47540983606558
20251229141357,Graph NN,0.2,0,0,0,100,GPU,105.05328607559204,82.65027322404372

